FullName,FirstName,LastName,Gender,Status,Region,Ethnicity,Occupation_primary,MaritalStatus,Spouse_FirstName,Spouse_Last Name,Spouse_Gender,Spouse_RaceEthnicity,Spouse_Birthday,Spouse_Age,Spouse_Occupation,Street,City,State,ZipCode,Religion_Christian,Religion_Muslim,Religion_Jewish,Religion_Hindu,Religion_Buddhist,Religion_Other,Religion_Spiritual,Religion_None,RoleofFaith_primary,RoleofFaith_spouse,Alcohol_Occasional,Alcohol_Responsible,Alcohol_Irresponsible,DrugUse,Marijuana_Occasional,Marijuana_Regular,Cigarettes_Occasional,Cigarettes_Regular,Vaping_Occasional,Vaping_Regular,JobRetentionChallenges,DayOff_primary,DayOff_spouse,FavoritPlace_primary,FavoritePlace_spouse,Personality_primary,Personality_spouse,SocialStyle_Introverted,SocialStyle_Extraverted,SocialStyle_Both,SadnessResponse_primary,SadnessResponse_spouse,AngerResponse_primary,Anger Response_spouse,Continuing Education,Supports_Holidays,Supports_Job,Supports_Parenting,Supports_Medical,Supports_Legal,Supports_Budgeting,Supports_MentalHealth,Supports_Resources,Supports_Social,Multiple_Matches,Match_Housing,Emergency_Housing,CriminalHistory_Arrested,CriminalHistory_Jail,CriminalHistory_CurrentProbation,Children_Pregnant,Children_Custody1,Children_Custodymultiple,Children_Kincare1,Children_Kincaremultiple,Children_Welfare1,Children_Welfaremultiple,Bio_Important,Bio_Difficult,Sexuality_Heterosexual,Sexuality_Homosexual,Sexuality_Bisexual,Gender_Male,Gender_Female,Gender_Transgender,Gender_Non_binary,Latitude ,Logatitude
Sallie Scoggins,Sallie,Scoggins,Female,Awaiting Training,3,,Usher,,,,,,,,,101 W 1st St,Rome,Georgia,30161,5,4,5,3,5,1,5,3,Exclusive,,5,4,1,2,0,0,1,5,4,0,3,Friends/Family,,New,,Reserved,,4,5,1,Listen,,Reconcile,,0,4,4,5,4,5,4,4,5,4,checked,checked,checked,2,1,1,4,1,5,4,2,4,4,5,3,5,5,4,5,4,2,4,34.253124,-85.175444
Salvador & Hazel Medeiros,Salvador,Medeiros,Male,FSS,,,Computer applications software engineer,Married,Hazel,,,,8/1/1960,61,Publicist,4115 Thrash Trail,Locus Grove,Georgia,30234,5,4,5,4,3,3,3,3,Unimportant,Exclusive,5,5,0,4,3,1,5,5,2,4,2,Movie/Play,Home,None,Pampered,Friendly,Reserved,2,3,3,Listen,Alone,Withdraw,Withdraw,5,4,2,5,5,5,4,4,5,4,checked,,,1,0,4,1,5,3,2,0,0,1,1,0,5,4,0,5,5,3,2,,
Sandra Hatten,Sandra,Hatten,Female,Awaiting Training,13,,"Carpet, floor, and tile installer",Single,,,,,,,,3316 Cobb Pkwy N,Acworth,Georgia,30101,5,3,5,5,4,0,3,4,Inclusive,,5,5,1,2,3,5,4,4,5,5,3,Read/Walk,,Event,,Friendly,,3,4,5,Alone,,React,,4,5,5,4,4,5,2,4,5,4,,,,4,2,0,3,5,4,0,4,3,4,2,5,5,5,5,3,4,4,0,34.034532,-84.67622
Sarah Fodor,Sarah,Fodor,Female,Matched,12,African American,Staffing specialist,Single,,,,,,,,15 Lester Rd,Statesboro,Georgia,30458,5,2,5,4,5,0,3,2,Inclusive,,5,5,3,1,0,5,5,0,4,0,4,Home,,Nature,,Reserved,,4,4,5,Advice,,Process,,3,4,5,5,2,4,5,5,4,5,,,,2,3,5,4,4,2,5,5,4,3,0,2,5,5,4,4,5,4,0,32.440654,-81.762624
Sergio & Mamie Weeks,Sergio,Weeks,Male,Not Moving Forward,1,,Nurse,Married,Mamie,,,,2/20/1956,65,Marine biologist,2354 Junior Avenue,Woodstock,Georgia,30189,5,3,3,4,3,3,3,2,Exclusive,Exclusive,5,4,1,1,3,4,4,4,5,5,5,Movie/Play,Shop,Pampered,Nature,Adventurous,Reserved,4,5,3,Alone,Advice,Reconcile,Reconcile,0,4,5,5,4,4,4,4,4,4,checked,checked,,1,0,2,3,2,2,2,0,4,1,4,5,5,5,1,2,5,2,1,,
Seth Philbrook & Erin Mederos,Seth,Philbrook,Male,Matched,2,,Fast_food cook,Married,Erin,Mederos,,White,1/2/1974,48,Electronic data processor,906 Cinnamon Lane,Hoschton,Georgia,30548,5,5,5,3,1,4,5,3,Exclusive,Inclusive,3,2,2,1,5,4,3,5,4,3,4,Shop,Read/Walk,Pampered,Pampered,Shy,Friendly,3,5,5,Advice,Alone,React,Withdraw,4,5,4,4,4,5,1,5,4,5,,,,0,0,0,4,0,5,3,4,1,3,4,2,5,4,5,4,5,1,0,,
Shanna Cummings,Shanna,Cummings,Female,Interested,13,,Corporate investigator,,,,,,,,,4325 Suwanee Dam Rd #100,Suwanee,Georgia,30024,5,3,3,4,3,5,5,2,Exclusive,,5,4,2,0,0,3,3,5,4,5,4,Movie/Play,,Pampered,,Solitary,,5,3,5,Advice,,Process,,0,2,4,5,5,4,4,5,5,5,checked,,checked,1,0,4,4,3,4,4,3,0,2,2,0,5,4,4,2,1,3,0,34.064368,-84.074941
Shannon Conklin,Shannon,Conklin,Female,Interested,12,,Labor economist,,,,,,,,,442 Northside Dr E,Statesboro,Georgia,30458,5,4,3,5,5,4,5,5,Exclusive,,5,4,1,0,3,4,5,2,3,0,5,Read/Walk,,New,,Friendly,,5,4,4,Advice,,Withdraw,,3,4,4,4,4,2,5,4,2,5,checked,checked,,4,0,5,3,4,5,2,4,5,3,1,3,5,5,5,4,1,2,2,32.439375,-81.76191
Shari Richmond,Shari,Richmond,Female,Interested,12,,Labor economist,,,,,,,,,811 Elma G Miles Pkwy,Hinesville,Georgia,31313,5,5,5,4,3,3,4,0,Unimportant,,5,4,1,0,3,5,3,5,3,3,4,Read/Walk,,New,,Shy,,3,3,3,Alone,,Reconcile,,3,4,4,5,0,5,5,4,4,4,,checked,checked,4,0,1,3,4,2,2,3,3,4,5,1,5,5,4,4,2,1,3,31.830571,-81.61648
Sharon Drews,Sharon,Drews,Female,Interested,14,,Poultry trimmer,,,,,,,,,7135 Avalon Blvd,Alpharetta,Georgia,30009,5,3,4,4,4,0,4,4,Inclusive,,5,5,5,5,4,2,0,3,3,4,4,Shop,,New,,Solitary,,5,4,3,Listen,,Withdraw,,4,4,0,5,4,5,4,5,4,3,,checked,checked,0,3,1,0,4,2,2,4,3,3,4,2,5,1,3,5,5,1,2,34.070995,-84.273442
Sharon Gore,Sharon,Gore,Female,Matched_Current,1,African American,Industrial production manager,Single,,,,,,,,660 W Church St,Jasper,Georgia,30143,5,1,1,4,5,3,4,4,Exclusive,,5,4,1,5,2,5,0,0,0,1,3,Movie/Play,,Event,,Solitary,,3,5,3,Listen,,Reconcile,,4,5,4,5,4,4,5,4,4,4,checked,,,0,1,1,3,4,4,1,5,5,1,4,1,5,1,1,4,5,0,0,34.466204,-84.44102
Shelia Loyd,Shelia,Loyd,Female,Interested,9,,Safety inspector,,,,,,,,,GA_30,Alamo,Georgia,30411,5,4,3,5,5,5,0,4,Inclusive,,5,5,2,0,0,4,3,1,3,3,3,Shop,,Pampered,,Friendly,,5,5,4,Alone,,Process,,3,4,4,4,5,4,4,5,2,4,checked,,checked,3,0,1,3,4,3,4,2,4,2,1,1,5,4,5,4,4,2,5,32.147339,-82.778355
Shelly Klein,Shelly,Klein,Female,Interested,,,Finance manager,,,,,,,,,840 Mulberry Street,Augusta,Georgia,30812,5,4,3,4,3,3,0,4,Exclusive,,3,4,4,5,2,0,4,1,3,3,5,Shop,,None,,Friendly,,3,5,2,Advice,,Process,,5,2,4,4,5,5,4,5,4,5,checked,checked,,5,1,5,2,2,2,0,3,3,0,3,5,5,5,4,4,5,2,2,,
Sherry Baker,Sherry,Baker,Female,Matched,14,,Claims adjuster,,,,,,,,,3933 Adamsville Road,Tucker,Georgia,30084,5,5,3,3,4,3,5,4,Exclusive,,5,4,4,2,3,4,3,1,4,5,4,Home,,Nature,,Shy,,3,4,3,Alone,,React,,0,5,5,5,5,4,2,5,4,4,checked,checked,checked,0,1,4,4,5,2,3,1,2,1,3,3,5,4,5,5,2,2,1,,
Shirley Rodriquez,Shirley,Rodriquez,Female,FSS,12,,Electrical inspector,Single,,,,,,,,794 Radio Park Drive,Savannah,Georgia,31419,5,0,5,5,5,3,5,4,Exclusive,,5,4,0,1,5,3,3,3,3,5,2,Read/Walk,,Event,,Reserved,,3,4,5,Alone,,React,,3,5,5,5,4,4,4,4,5,4,,checked,checked,3,1,0,3,2,3,3,1,4,3,4,1,5,2,2,1,5,1,0,,
Shonda Mueller,Shonda,Mueller,Female,FSS,5,,Counseling psychologist,,,,,,,,,3743 Hemlock Lane,Loganville,Georgia,30052,5,4,4,4,3,3,4,1,Inclusive,,5,5,2,1,4,2,4,0,4,4,1,Shop,,Nature,,Friendly,,4,3,5,Advice,,Reconcile,,4,5,5,5,5,4,1,1,5,5,checked,,,0,5,1,1,4,1,2,4,4,3,0,0,5,2,5,1,4,0,4,,
Sidney & Adele Chase,Sidney,Chase,Male,Matched,3,,Administrator,Married,Adele,,,White,11/16/1966,55,Court officer,401 W 3rd St SW,Rome,Georgia,30165,5,3,5,4,5,4,3,4,Unimportant,Exclusive,5,5,1,1,5,3,3,2,0,1,0,Movie/Play,Home,Nature,New,Friendly,Friendly,3,3,3,Listen,Listen,Reconcile,Reconcile,5,5,5,5,5,4,5,4,4,4,checked,checked,checked,5,0,5,5,3,0,5,3,0,1,3,2,5,5,4,4,5,1,0,34.257845,-85.174283
Sondra Canon,Sondra,Canon,Female,Interested,13,,Lead abatement worker,,,,,,,,,4132 Atlanta Hwy Suite 201,Loganville,Georgia,30052,5,4,4,3,3,1,5,4,Unimportant,,5,1,3,2,0,3,0,0,4,4,4,Friends/Family,,Nature,,Adventurous,,4,5,3,Advice,,Reconcile,,4,5,5,4,4,5,4,1,5,4,checked,,,0,5,0,4,3,5,3,0,0,5,4,3,5,2,5,5,4,2,0,33.845036,-83.908869
Stacy Underwood,Stacy,Underwood,Female,On Hold,12,,"Furnace, kiln, oven, drier, and kettle tender",Single,,,,,,,,10010 Ford Ave Suite A,Richmond Hill,Georgia,31324,5,1,3,5,0,5,5,4,Unimportant,,5,5,3,5,3,2,3,2,5,1,4,Shop,,Event,,Shy,,5,4,1,Alone,,Process,,2,5,5,0,2,5,0,5,4,5,checked,,checked,1,3,2,2,4,3,5,2,5,4,4,3,5,5,5,4,1,4,2,31.947813,-81.311044
Stanley & Michelle Lute,Stanley,Lute,Male,Interested,14,,Loan processing clerk,Married,Michelle,,Female,White,6/28/1983,38,Home appliance repairer,703 Oakridge Lane,Alpharetta,Georgia,30004,5,5,5,5,3,4,5,5,Inclusive,Inclusive,5,1,1,2,3,3,5,4,3,4,5,Movie/Play,Read/Walk,None,New,Solitary,Friendly,4,5,5,Alone,Listen,Process,Reconcile,5,5,4,4,4,5,5,5,5,4,checked,checked,,2,0,0,3,4,0,5,4,0,3,5,3,5,4,4,4,3,3,2,,
Stephanie Patterson,Stephanie,Patterson,Female,Matched,6,African American,Convention services manager,Single,,,,,,,,128 E Main St,Irwinton,Georgia,31042,5,0,4,5,3,3,5,5,Exclusive,,5,2,3,5,5,5,3,3,5,3,4,Read/Walk,,Event,,Adventurous,,4,4,5,Listen,,Withdraw,,5,5,4,5,4,5,5,4,4,4,checked,,,0,4,4,5,5,0,2,5,1,3,3,3,5,5,5,4,5,4,2,32.813811,-83.170574
Stephen & Veronica Smith,Veronica,Smith,Female,Completed Training,14,,Environmental engineering technician,Married,Stephen,,,Unknown,4/24/1979,42,Executive administrative assistant,8420 Senoia Rd,Fairburn,Georgia,30213,5,5,4,1,4,5,5,3,Unimportant,Inclusive,5,5,0,1,0,5,4,4,4,4,4,Movie/Play,Shop,None,Nature,Adventurous,Adventurous,5,3,3,Alone,Listen,Process,Process,2,4,5,4,5,5,4,4,5,5,,,,0,5,0,4,3,3,5,3,4,1,3,2,5,3,5,5,5,1,1,33.527286,-84.575197
Stephen Isaacs & Renate Johns,Stephen,Isaacs,Male,Matched,13,,Automotive painter,Married,Renate,Johns,,,6/28/1976,45,Speech_language pathologist,3725 Crestview Terrace,Duluth,Georgia,30093,5,3,5,4,5,5,4,3,Inclusive,Inclusive,5,4,3,0,4,5,3,5,3,5,2,Movie/Play,Movie/Play,None,Event,Friendly,Reserved,5,5,4,Alone,Advice,Reconcile,Process,2,4,4,4,5,5,5,4,5,5,checked,,,0,4,0,0,4,5,5,2,0,4,2,0,5,2,5,5,5,2,1,,
Steve & Staci Cooper,Steve,Cooper,Male,Awaiting Training,3,,Intructional coordinator,Married,Staci,,,White,7/27/1959,62,Transportation inspector,4286 Jimmy Lee Smith Pkwy,Hiram,Georgia,30141,5,3,5,4,3,5,4,5,Inclusive,Unimportant,5,4,5,2,2,3,3,4,4,5,2,Shop,Read/Walk,Pampered,Nature,Reserved,Solitary,3,5,5,Advice,Listen,Reconcile,Reconcile,5,4,5,0,4,4,4,4,4,5,,,checked,2,5,5,2,5,4,3,4,5,4,5,1,5,5,1,5,2,1,5,33.891715,-84.756976
Steven & Anne Gooch,Steven,Gooch,Male,FSS,8,,Elevator constructor,Married,Anne,,,White,1/18/1970,52,Campaign manager,101 W Jefferson St,Americus,Georgia,31709,3,5,3,5,2,3,5,4,Exclusive,Inclusive,5,4,1,0,3,5,3,4,4,1,5,Read/Walk,Friends/Family,None,None,Adventurous,Solitary,3,4,3,Listen,Listen,Withdraw,Withdraw,5,5,4,5,5,4,4,2,5,4,,checked,checked,3,0,3,5,2,4,5,1,4,2,4,2,5,0,4,5,4,0,1,32.075062,-84.232749
Steven & Dorothy Thigpen,Dorothy,Thigpen,Female,Completed Training,12,African American,"Heating, air_conditioning, and refrigeration mechanic",Married,Steven,,,Unknown,12/27/1992,29,Knitting machine operator,10425 Canal Rd,Brunswick,Georgia,31525,5,4,0,4,5,0,3,5,Inclusive,Inclusive,5,1,1,5,5,3,4,2,2,4,5,Shop,Shop,Event,Pampered,Solitary,Adventurous,3,4,4,Alone,Advice,Withdraw,Reconcile,4,5,5,4,5,4,2,5,4,4,,,,2,1,0,5,0,0,1,2,2,2,4,5,5,0,4,4,4,3,4,31.234364,-81.495365
Steven & Laura Sullivan,Laura,Sullivan,Female,Completed Training,2,,Electromechanical engineering technician,Married,Steven,,,White,11/4/1965,56,Mail superintendent,3446 Winder Hwy,Flowery Branch,Georgia,30542,5,3,3,4,3,4,5,5,Inclusive,Exclusive,5,4,1,1,2,1,3,4,4,3,0,Movie/Play,Read/Walk,Event,Event,Friendly,Shy,3,1,5,Listen,Listen,Reconcile,Withdraw,5,1,5,1,4,5,4,4,5,4,checked,,checked,5,3,3,3,5,2,4,2,3,3,0,0,5,5,2,0,3,3,1,34.218267,-83.863289
Steven & Loretta Fitzgibbons,Steven,Fitzgibbons,Male,OOS,13,,Experimental psychologist,Married,Loretta,,,,12/11/1960,61,Semiconductor assembler,396 W Pike St,Lawrenceville,Georgia,30046,5,2,4,5,3,4,5,4,Inclusive,Inclusive,5,1,4,3,4,5,1,3,1,4,0,Read/Walk,Shop,Event,Pampered,Solitary,Shy,2,5,4,Alone,Alone,Withdraw,React,2,4,5,4,5,3,5,5,5,5,checked,checked,,4,2,3,3,4,2,3,1,3,2,4,1,5,4,0,5,5,3,0,33.957518,-83.999679
Steven & Marcia Scott,Steven,Scott,Male,Interested,13,,Pest control worker,Married,Marcia,,,,3/2/1963,58,Personal care aide,1500 Layman Court,Buford,Georgia,30509,5,3,4,3,5,4,4,4,Inclusive,Unimportant,5,5,0,0,5,3,2,3,4,3,0,Home,Read/Walk,Pampered,Nature,Solitary,Friendly,5,4,5,Alone,Listen,Reconcile,Withdraw,3,4,4,4,5,5,5,4,4,3,,checked,checked,2,0,1,4,5,5,1,5,3,1,2,4,5,4,4,5,1,2,5,,
Sue Board,Sue,Board,Female,Completed Training,14,African American,Metallurgical engineer,Single,,,,,,,,6400 Westbrook Ave,Union City,Georgia,30291,5,3,4,4,4,3,5,2,Unimportant,,5,5,1,0,5,0,4,5,3,4,4,Read/Walk,,Pampered,,Reserved,,2,5,4,Alone,,Process,,4,5,5,4,4,5,4,5,5,4,checked,,checked,0,4,5,5,3,3,3,4,0,1,2,4,5,5,5,4,4,1,0,33.580377,-84.551662
Sue Hannon,Sue,Hannon,Female,OOS,14,,Hydraulic and pneumatic technician,Single,,,,,,,,2751 Lavista Rd,Decatur,Georgia,30033,5,3,4,3,3,3,3,4,Exclusive,,5,4,1,3,0,2,5,1,5,3,3,Read/Walk,,New,,Solitary,,4,3,3,Advice,,Process,,3,4,5,0,3,5,4,4,4,1,checked,,,5,5,0,3,5,5,4,0,5,2,2,4,1,2,5,0,4,4,3,33.823905,-84.29388
Susan Dansereau,Susan,Dansereau,Female,Awaiting Training,8,African American,Radiation therapist,Single,,,,,,,,125 W Lamar St,Americus,Georgia,31709,5,3,4,4,3,3,5,3,Unimportant,,5,5,2,0,2,4,4,3,4,5,5,Shop,,Event,,Shy,,4,0,4,Advice,,Withdraw,,4,5,5,4,4,5,4,4,5,4,checked,,,5,3,5,3,2,5,3,3,5,4,1,5,5,5,5,3,5,3,1,32.07245,-84.233519
Susan Luna,Susan,Luna,Female,Interested,2,,Certified public accountant,Single,,,,,,,,1260 Dawsonville Hwy Ne,Gainesville,Georgia,30501,5,5,3,5,4,5,5,0,Unimportant,,4,4,1,5,5,5,3,5,5,4,4,Home,,Event,,Solitary,,5,5,3,Advice,,Withdraw,,5,5,4,4,0,5,5,5,5,4,,checked,checked,3,0,1,1,1,5,0,3,2,5,3,5,5,4,5,4,5,0,1,34.304639,-83.859707
Susan Mills,Susan,Mills,Female,Interested,12,,Power tool repairer,,,,,,,,,7962 GA_21,Port Wentworth,Georgia,31407,5,5,3,4,5,3,3,3,Exclusive,,5,1,2,1,1,0,5,2,1,4,3,Home,,None,,Reserved,,3,5,5,Alone,,Reconcile,,3,3,5,3,5,5,5,1,5,4,,checked,,0,4,4,4,4,4,4,0,5,0,3,2,5,5,4,0,4,0,4,32.224024,-81.194492
Susan Underwood,Susan,Underwood,Female,Awaiting Training,2,,Placement specialist,Single,,,,,,,,4965 Lanier Islands Pkwy,Buford,Georgia,30518,5,3,4,4,3,1,3,0,Inclusive,,5,4,3,2,1,1,3,0,3,5,0,Movie/Play,,New,,Reserved,,3,0,5,Advice,,Reconcile,,4,3,5,5,5,5,5,5,4,5,,,checked,1,2,5,4,4,5,4,2,3,5,5,5,5,4,5,4,5,4,3,34.144799,-83.955532
Suzette Stallard,Suzette,Stallard,Female,Completed Training,13,,Sewer,Single,,,,,,,,8502 Tara Blvd,Jonesboro,Georgia,30236,5,3,0,3,3,5,3,4,Unimportant,,5,1,2,3,1,1,3,5,4,3,5,Shop,,None,,Solitary,,5,0,3,Listen,,Reconcile,,5,5,5,5,4,4,5,5,4,4,checked,,checked,0,2,3,3,0,3,0,1,3,3,3,1,5,5,4,2,5,2,2,33.52277,-84.362851
Sylvia Garcia,Sylvia,Garcia,Female,Interested,4,,Gynecology nurse,Single,,,,,,,,100 Line Creek Dr,Peachtree City,Georgia,30269,5,4,2,4,5,3,4,4,Inclusive,,3,4,2,5,4,5,3,3,2,0,1,Movie/Play,,Nature,,Adventurous,,3,4,4,Listen,,React,,2,5,5,4,4,4,5,4,4,5,checked,checked,,1,0,0,0,3,5,3,0,5,2,5,2,5,5,4,4,1,2,0,33.395895,-84.602568
Synthia Perry,Synthia,Perry,Female,Interested,13,,Oral hygienist,,,,,,,,,8411 GA_85,Riverdale,Georgia,30274,5,4,3,4,5,4,5,3,Exclusive,,5,5,0,3,3,4,5,4,3,1,5,Home,,Nature,,Friendly,,0,3,4,Advice,,Reconcile,,4,5,4,1,5,5,4,5,5,4,,,,0,1,3,2,1,3,5,2,5,3,0,0,5,3,4,4,5,3,2,33.526345,-84.422662
Tanisha Richmond,Tanisha,Richmond,Female,OOS,6,,Mechanical door repairer,Single,,,,,,,,916 Oak St,Eatonton,Georgia,31024,5,4,5,3,3,3,3,5,Unimportant,,5,5,2,0,1,5,0,1,4,4,5,Friends/Family,,Pampered,,Reserved,,0,4,5,Alone,,Process,,5,5,4,4,4,3,5,4,5,4,,,,3,5,1,1,1,0,0,5,3,0,5,5,5,4,2,4,3,5,2,33.302422,-83.385261
Taryn Hunter,Taryn,Hunter,Female,Awaiting Training,3,,Quality assurance inspector,,,,,,,,,14 W Railroad St NW,Kingston,Georgia,30145,5,5,2,4,5,4,4,4,Inclusive,,5,1,1,0,0,3,5,5,2,3,0,Home,,New,,Friendly,,4,5,4,Listen,,Process,,5,5,4,5,4,4,5,4,4,5,,,,5,0,0,5,5,0,1,4,5,4,5,1,5,5,5,5,4,2,5,34.236806,-84.94562
Teena Hernandez,Teena,Hernandez,Female,Matched_Current,5,African American,Landscaping worker,Single,,,,,,,,846 Gordon St,Jefferson,Georgia,30549,5,4,4,5,4,3,5,5,Inclusive,,5,4,1,3,4,4,0,2,3,2,3,Shop,,Pampered,,Solitary,,5,5,4,Listen,,Withdraw,,3,5,4,5,4,2,5,2,5,5,checked,checked,,0,2,1,1,4,3,4,5,3,3,5,5,5,0,0,4,4,3,0,34.110434,-83.573149
Tera Peterson,Tera,Peterson,Female,Interested,13,,Dairy scientist,Single,,,,,,,,3300 Buford Dr,Buford,Georgia,30519,5,3,4,5,4,0,3,3,Inclusive,,5,4,0,0,3,5,5,3,1,5,0,Movie/Play,,Event,,Solitary,,5,1,5,Advice,,Withdraw,,0,4,4,5,5,5,5,4,4,4,checked,checked,,5,0,4,5,4,5,2,0,4,5,4,0,5,5,4,4,5,2,2,34.069247,-83.986103
Teresa Nelson,Teresa,Nelson,Female,Completed Training,13,,Management assistant,,,,,,,,,4462 Elkview Drive,Lawrenceville,Georgia,30043,2,4,4,5,5,4,5,5,Inclusive,,5,3,0,1,2,0,5,5,4,0,0,Movie/Play,,Event,,Solitary,,3,5,3,Listen,,React,,5,4,5,4,4,4,5,5,5,5,,checked,,0,2,4,4,4,3,4,5,0,0,0,5,5,5,5,4,5,2,3,,
Teresa Palomo,Teresa,Palomo,Female,Interested,,,Job service specialist,Married,,,,,,,,4033 Junkins Avenue,Savannah,Georgia,31404,5,4,1,5,5,3,1,3,Exclusive,,3,0,1,1,1,4,4,3,2,3,5,Read/Walk,,Pampered,,Solitary,,5,3,4,Advice,,Reconcile,,4,5,0,4,1,4,5,5,4,4,,,,0,4,1,1,5,5,4,3,4,5,2,2,5,4,5,5,4,0,5,,
Teresita Beck,Teresita,Beck,Female,Completed Training,9,African American,Telephone station repairer,Single,,,,,,,,312 Brown St,Uvalda,Georgia,30473,5,5,4,5,5,4,4,4,Unimportant,,5,0,5,1,1,3,5,2,4,0,3,Read/Walk,,New,,Adventurous,,4,5,3,Advice,,Process,,5,5,0,5,4,5,4,5,5,4,checked,checked,,5,5,1,1,4,2,5,5,4,5,3,5,5,5,5,4,2,4,4,32.043251,-82.501522
Teri Taylor,Teri,Taylor,Female,Interested,13,,Personnel technician,,,,,,,,,4090 Powder Springs Rd,Powder Springs,Georgia,30127,5,5,4,5,5,0,5,3,Inclusive,,5,5,4,5,2,2,4,5,3,2,5,Shop,,None,,Adventurous,,5,3,3,Advice,,Process,,4,4,4,4,4,5,3,1,4,4,checked,checked,checked,0,3,2,4,3,5,3,0,3,2,4,3,2,3,5,4,5,2,5,33.859193,-84.672882
Terrance & Dorothy Turner,Dorothy,Turner,Female,Interested,2,,ESOL teacher,Married,Terrance,,,,2/10/1968,53,Enrobing machine operator,9 Bill Elliott Street,Dawsonville,Georgia,30534,5,5,4,4,4,1,4,2,Inclusive,Inclusive,5,4,5,3,5,0,5,5,3,4,2,Read/Walk,Shop,Event,New,Adventurous,Shy,5,3,4,Listen,Listen,React,Reconcile,5,4,4,4,5,4,4,0,4,5,checked,checked,,4,0,1,1,0,0,4,5,5,3,1,2,5,4,5,2,4,3,3,34.421111,-84.118056
Terry & Angela Re,Angela,Re,Female,OOS,10,,Staffing coordinator,Married,Terry,,,,2/3/1989,32,Enrichment education instructor,123 N Broad St,Thomasville,Georgia,31792,5,4,5,4,3,1,5,3,Exclusive,Exclusive,5,4,1,1,5,5,5,5,1,0,1,Shop,Shop,Pampered,New,Shy,Friendly,4,3,3,Alone,Alone,Reconcile,Process,1,4,4,5,4,4,4,5,5,5,,checked,,1,3,3,3,0,4,1,3,1,0,0,1,5,3,4,4,5,5,0,30.837978,-83.981026
Terry & Lela Terry,Terry,Terry,Male,Interested,3,,Mortgage broker,Married,Lela,,,,8/16/1974,47,Exercise instructor,9600 Conners Rd,Villa Rica,Georgia,30180,5,5,5,4,3,5,3,4,Unimportant,Inclusive,5,3,1,1,3,5,5,0,5,4,3,Movie/Play,Home,None,Pampered,Friendly,Reserved,3,3,5,Advice,Advice,Reconcile,Withdraw,3,5,5,3,5,5,4,4,5,4,,checked,checked,4,1,1,2,4,5,5,5,5,3,4,5,5,3,1,4,4,4,2,33.732225,-84.898905
Terry & Patricia Robinson,Terry,Robinson,Male,On Hold,11,,Ticket agent,Married,Patricia,,,,3/30/1963,58,CNC programmer,118 S Pine St,Adel,Georgia,31620,5,3,5,5,3,4,3,3,Exclusive,Exclusive,2,4,3,4,3,4,4,3,4,5,3,Read/Walk,Home,New,Event,Reserved,Friendly,4,3,3,Listen,Listen,Withdraw,Withdraw,3,4,4,5,4,5,5,4,5,4,,,checked,0,3,0,4,3,5,0,3,4,4,3,1,5,4,5,5,4,2,1,31.139894,-83.44316
Thelma Mefford,Thelma,Mefford,Female,RM Declined,13,,Collector,Single,,,,,,,,4153 Lawrenceville Hwy,Lilburn,Georgia,30047,5,4,5,2,2,4,3,4,Inclusive,,5,4,1,1,5,0,3,5,1,4,5,Movie/Play,,Nature,,Reserved,,3,3,2,Advice,,React,,3,4,2,5,5,1,5,0,5,5,,checked,,1,3,4,2,3,1,3,3,2,1,2,1,5,4,5,0,4,2,0,33.905196,-84.120177
Thomas & April Cummins,April,Cummins,Female,Awaiting Training,12,,General clerk,Married,Thomas,,,,10/26/1980,41,Employee development manager,2412 Norwich St,Brunswick,Georgia,31520,5,3,3,4,4,4,3,5,Exclusive,Exclusive,5,4,2,2,5,4,1,3,5,5,2,Home,Movie/Play,Pampered,Event,Shy,Friendly,5,5,5,Advice,Listen,React,Withdraw,3,5,5,4,4,2,4,5,4,5,checked,checked,checked,4,3,2,4,3,2,5,0,5,4,0,3,5,5,5,5,0,3,1,31.162736,-81.495836
Thomas Soucy,Thomas,Soucy,Male,Interested,4,,Refuse and recyclable material collector,,,,,,,,,120 Bull St,LaGrange,Georgia,30240,5,5,4,4,5,4,4,4,Exclusive,,5,5,3,1,5,2,2,2,4,4,5,Read/Walk,,Nature,,Adventurous,,4,3,3,Listen,,Reconcile,,3,0,5,5,4,5,5,4,5,4,checked,checked,,4,4,5,3,3,5,1,2,3,5,5,1,5,5,1,4,0,5,4,33.038,-85.032339
Tim & Jessica Martinez,Jessica,Martinez,Female,Interested,5,,Pulmonary function technologist,Married,Tim,,,,3/25/1979,42,Electronic masking system operator,1304 Atlanta Hwy,Auburn,Georgia,30011,5,4,3,1,3,0,0,4,Unimportant,Exclusive,5,4,4,1,4,4,5,3,4,2,3,Read/Walk,Movie/Play,Pampered,Event,Reserved,Shy,4,3,5,Advice,Listen,Withdraw,Reconcile,4,4,5,4,4,4,5,2,4,4,checked,checked,,0,3,0,1,5,2,4,4,5,3,3,2,5,5,4,5,4,1,3,34.010925,-83.823478
